doi,title,date,tier,program,grant,acronym,call,disc,stage,stage_frac,proj_start,proj_end,proj_status,madmp,schema_ok,n_datasets,n_dist,personal,sensitive,ethics,challenging,access,url,dl
10.5281/zenodo.18414889,"The old have the wisdom to guide, the young the power to dream: sounding charismatic depends on which generation is listening",2026/2027,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/18414889,
10.5281/zenodo.22052468,RPP project,2026-08-22,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/22052468,
10.5281/zenodo.22047535,TEST-VB-AI,2026-08-21,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/22047535,
10.5281/zenodo.22047519,Data management plan (DMP) for ViDiT project,2026-08-21,Other funder,,22DIT01,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/22047519,
10.5281/zenodo.22022150,One Health & Conservation: Safeguarding beneficial insects in protected areas during mosquito control operations,2026-08-20,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/22022150,
10.5281/zenodo.22007458,22NRM03 Data management plan M36,2026-08-19,Other funder,,22NRM03,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/22007458,
10.5281/zenodo.22005735,Desarrollo de TAG-MAG Fase A (Hitos A1 a A5),2026-08-19,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/22005735,
10.5281/zenodo.21992757,Supplementary data for: Linking neutral gas inflows and outflows to offsets in the star-forming main sequence and mass–metallicity relation,2026-08-18,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21992757,
10.5281/zenodo.22000388,PSICOPEDAGOGIA INSTITUCIONAL E CLÍNICA: AVALIAÇÃO E INTERVENÇÃO EM DIFICULDADES DE APRENDIZAGEM,2026-08-18,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/22000388,
10.5281/zenodo.21991264,D1.3 Data Management Plan v2,2026-08-18,Horizon Europe,HORIZON,101058537,INSPIRE,HORIZON-WIDERA-2021-ERA-01,,late,0.971,2022-10-01,2026-09-30,SIGNED,False,,,,0,0,,True,public,https://zenodo.org/records/21991264,
10.5281/zenodo.21975582,Data Management Plan,2026-08-17,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21975582,
10.5281/zenodo.21982935,HLV-LAYER-ORIGIN-007E: Analytic Freeze for Native Rank-3 Cell Extension and Full 0–3 Hodge Closure,2026-08-17,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21982935,
10.5281/zenodo.21959466,Reclaim.HERland. Reclaiming Their Narrative: The Contributions of Women to Landscape Architecture in Portugal. Data Management Plan,2026-08-15,Other funder,,2024.13289.PEX,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21959466,
10.5281/zenodo.20856453,"Plan de gestión de residuos universitarios UDEM, 2017",2026-08-15,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/20856453,
10.5281/zenodo.20848149,"Plan de gestión de residuos universitarios UDEM, 2012",2026-08-15,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/20848149,
10.5281/zenodo.21938200,Supplementary data for: Measurement of the galaxy-velocity power spectrum of DESI tracers with the kinematic Sunyaev–Zeldovich effect using DESI DR2 and ACT DR6.,2026-08-14,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21938200,
10.5281/zenodo.21934864,Codex: Planetary Adaptation and Human Sustainability Beyond Earth,2026-08-14,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21934864,
10.5281/zenodo.21918565,EMBRACE_master_DMSP_V1.0,2026-08-13,Other funder,,ANR-24-RESO-0009-01,,,,unknown,,,,,False,,,,0,0,,True,public,https://zenodo.org/records/21918565,
10.5281/zenodo.21906485,Data Management Plan AQUASERV PID: 37027 MICROMIX - Interaction between microplastics and mercury in a benthic microcosm,2026-08-12,No funder metadata,,,,,,unknown,,,,,True,False,2,2,0,0,unknown,False,public,https://zenodo.org/records/21906485,https://zenodo.org/api/records/21906485/files/Data_Management_Plan_AQUASERV_PID_37027_MICROMIX__Interaction_between_microplastics_and_mercury_in_a_benthic_microcosm.json/content
10.5281/zenodo.21876178,Plasma Propulsion,2026-08-10,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21876178,
10.5281/zenodo.21810485,Plan de Gestión de Datos del Proyecto CiDiC_EI,2026-08-05,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21810485,
10.5281/zenodo.21805597,Field-level inference of growth rate from DESI BGS galaxy and ZTF supernova simulations,2026-08-05,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21805597,
10.5281/zenodo.21793384,Impact and characteristics of oxygen vacancies in ferroelectric HfO2 based materials,2026-08-04,Other funder,,LZP-2024/1-0676,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21793384,
10.5281/zenodo.21788625,"Academic project ""A Slippery Slope: Understanding Youth Substance Users' Compliance with Regulatory Policies in Latvia through Behavioral and Cultural Insight"" Data Management Plan",2026-08-04,Other funder,,lzp-2025/1-0526,,,,unknown,,,,,True,False,1,4,0,0,unknown,True,public,https://zenodo.org/records/21788625,https://zenodo.org/api/records/21788625/files/Academic_project_A_Slippery_Slope_Understanding_Youth_Substance_Users_Compliance_with_Regulatory_Policies_in_Latvia_through_Behavioral_and_Cultural_Insight_Data_Management_Plan.json/content
10.5281/zenodo.21775282,Data Management Plan,2026-08-03,Horizon Europe,HORIZON,101123546,WeGenerate,HORIZON-CL5-2022-D4-02,,mid,0.689,2023-11-01,2027-10-31,SIGNED,False,,,,0,0,,True,public,https://zenodo.org/records/21775282,
10.5281/zenodo.21716941,FAME Data Management Plan,2026-08-03,Horizon Europe,HORIZON,101129751,OSCARS,HORIZON-INFRA-2023-EOSC-01,,mid,0.576,2024-01-01,2028-06-30,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/21716941,
10.5281/zenodo.21289019,Supplementary data for:  Precision Kinematic Sunyaev--Zel'dovich Measurements Across Halo Mass and Redshift with DESI DR2 and ACT DR6: Part I. Luminous Red Galaxies,2026-08-01,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21289019,
10.5281/zenodo.21721076,CoARA Boost CF2 - THRIVE - Project Overview,2026-07-31,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21721076,
10.5281/zenodo.21723875,D1.2 Data Management Plan,2026-07-31,Horizon Europe,HORIZON,101058509,ECS,HORIZON-WIDERA-2021-ERA-01,,late,1.0,2022-08-01,2026-07-31,SIGNED,False,,,,0,0,,True,public,https://zenodo.org/records/21723875,
10.5281/zenodo.21722937,ENVRI-Hub NEXT_D2.2_Update on the DMP,2026-07-31,Horizon Europe,HORIZON,101131141,ENVRI-Hub NEXT,HORIZON-INFRA-2023-DEV-01,natural sciences,late,0.832,2024-02-01,2027-01-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/21722937,
10.5281/zenodo.21705901,Data management plan for the project 22HLT04 MetrINo,2026-07-30,Other funder,,22HLT04,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21705901,
10.5281/zenodo.21704452,"DMP for Fundamental and Applied Research Project ""Novel source towards challenging monofluorocarbene"" (No. lzp-2024/1-0309)",2026-07-30,Other funder,,FARP_lzp-2024/1-0309,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21704452,
10.5281/zenodo.21711198,"Memorandum, Notes on Visitations and Ongoing Projects in Canada (Version -1)",2026-07-30,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21711198,
10.5281/zenodo.21706421,D1.2 - Data Management Plan,2026-07-30,Horizon Europe,HORIZON,101076633,OVERHEAT,HORIZON-CL5-2022-D6-01,natural sciences,late,0.859,2024-01-01,2026-12-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/21706421,
10.5281/zenodo.21703028,D1.1 Data Management Plan,2026-07-30,Horizon Europe,HORIZON,101235093,ShieldBot,HORIZON-CL5-2024-D4-02,engineering and technology,early,0.247,2025-11-01,2028-10-31,SIGNED,False,,,,0,0,,True,public,https://zenodo.org/records/21703028,
10.5281/zenodo.21694422,Data and Collaboration Policy - Invasive Plants and Animals Initiative,2026-07-29,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21694422,
10.5281/zenodo.21694326,Data and Collaboration Policy - Australian Venom Innovation and Discovery Initiative,2026-07-29,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21694326,
10.5281/zenodo.21659686,Data and Collaboration Policy - Integrated Pest Management Omics Initiative,2026-07-29,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21659686,
10.5281/zenodo.21693923,Programa de estudio: Metodología de la Investigación,2026-07-29,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21693923,
10.5281/zenodo.21670585,Data Managment Plan for Latvian participation in TAD disruption and aberrant expression as leukemia metabolic vulnerabilities for novel combination therapy tests in a drug screening platform (TOSCANINI),2026-07-29,Other funder,,TRANSCAN-3,,,,unknown,,,,,True,False,1,5,0,0,unknown,True,public,https://zenodo.org/records/21670585,https://zenodo.org/api/records/21670585/files/Data_Managment_Plan_for_Latvian_participation_in_TAD_disruption_and_aberrant_expression_as_leukemia_metabolic_vulnerabilities_for_novel_combination_therapy_tests_in_a_drug_screening_platform_TOSCANINI.json/content
10.5281/zenodo.21650290,Optimization of prophylactic antibacterial therapy in spinal surgery through mechanical PKPD modelling to reduce the emergence of antibiotic-resistant bacteria (OPATS-PKPD),2026-07-28,Other funder,,FLPP lzp-2024/1-030,,,,unknown,,,,,False,,,,0,0,,True,public,https://zenodo.org/records/21650290,
10.5281/zenodo.21649945,BedrettoLab Data Governance Framework,2026-07-28,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21649945,
10.5281/zenodo.21644611,Dynamic FLIR thermal imaging in patients with sepsis,2026-07-28,Other funder,,#lzp-2024/1-0501,,,,unknown,,,,,True,False,1,4,0,0,unknown,True,public,https://zenodo.org/records/21644611,https://zenodo.org/api/records/21644611/files/Dynamic_FLIR_thermal_imaging_in_patients_with_sepsis.json/content
10.5281/zenodo.21643567,"Data Management Plan for the LZP FLPP Project Polymer Photonic Interconnects for High-density Data Centers (POLYCONNECT, lzp-2024/1-0396) New",2026-07-28,Other funder,,Nr. lzp-2024/1-0396,,,,unknown,,,,,True,False,1,5,0,0,unknown,False,public,https://zenodo.org/records/21643567,https://zenodo.org/api/records/21643567/files/Data_Management_Plan_for_the_LZP_FLPP_Project_Polymer_Photonic_Interconnects_for_Highdensity_Data_Centers_POLYCONNECT_lzp202410396_New.json/content
10.5281/zenodo.21646962,EUbOPEN Data Management Plan,2026-07-28,Horizon 2020,H2020,875510,EUbOPEN,H2020-JTI-IMI2-2019-17-two-stage,natural sciences,late,1.134,2020-05-01,2025-10-31,SIGNED,False,,,,0,0,,True,public,https://zenodo.org/records/21646962,
10.5281/zenodo.21627056,Impact of fatigue as a multidimensional variable on the performance of office workers in relation with psycho-emotional risks at work (Nr. lzp-2024/1-0098),2026-07-27,Other funder,,15289,,,,unknown,,,,,True,False,1,5,0,0,unknown,False,public,https://zenodo.org/records/21627056,https://zenodo.org/api/records/21627056/files/Impact_of_fatigue_as_a_multidimensional_variable_on_the_performance_of_office_workers_in_relation_with_psychoemotional_risks_at_work_Nr_lzp202410098.json/content
10.5281/zenodo.21618577,Data and Collaboration Policy - Australian Sentinel Species Genomics Initiative Theme 2,2026-07-27,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21618577,
10.5281/zenodo.21618398,Data and Collaboration Policy - Australian Sentinel Species Genomics Initiative Theme 1,2026-07-27,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21618398,
10.5281/zenodo.21618307,Data and Collaboration Policy - Australian Functional Fungi Initiative,2026-07-27,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21618307,
10.5281/zenodo.21595984,Label-free fluorescence lifetime analysis for the screening of nanoencapsulated drugs - Project - Data Management Plan,2026-07-26,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21595984,
10.5281/zenodo.21579956,Output Management Plan For Its Honesty and Integrity,2026-07-26,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21579956,
10.5281/zenodo.21544227,ChaokunHong/disaggregating-worry-distress-community: v1.0 — npj Mental Health Research submission,2026-07-25,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21544227,
10.5281/zenodo.21507184,Development of structure and data-driven methods for analysis and control of complex dynamical systems,2026-07-23,Other funder,,lzp-2024/1-0207,,,,unknown,,,,,True,False,2,6,0,0,unknown,False,public,https://zenodo.org/records/21507184,https://zenodo.org/api/records/21507184/files/Development_of_structure_and_datadriven_methods_for_analysis_and_control_of_complex_dynamical_systems.json/content
10.5281/zenodo.22005034,The AI Transformation Dunning-Kruger Effect: Why Executive Judgment Matters More Than Ever,2026-07-23,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/22005034,
10.5281/zenodo.21512190,Observed Extreme-Heat Exposure at Gulf Hub Airports- Analysis files,2026-07-23,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,True,public,https://zenodo.org/records/21512190,
10.5281/zenodo.21509043,Functional liquid biopsies for the detection and monitoring of cancer (FLUID-C),2026-07-23,Other funder,,IVPP-EM-Inovācija-2024/1-0002,,,,unknown,,,,,False,,,,0,0,,True,public,https://zenodo.org/records/21509043,
10.5281/zenodo.21503510,Statistical Process Control (SPC) and CAPA: Improving Manufacturing Quality Through Data-Driven Process Control,2026-07-23,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21503510,
10.5281/zenodo.21492034,Empowering Perinatal Care: Implementation Strategies for Midwifery-Led Models in Primary Healthcare Systems - DATA MANAGEMENT PLAN,2026-07-22,Other EU,EC,THCS2025-25,,,,unknown,,,,,False,,,,0,0,,True,public,https://zenodo.org/records/21492034,
10.5281/zenodo.21493927,maDMP – MARBEFES LifeWatch ERIC/ENVRI Thematic Pilot 7 v2,2026-07-22,No funder metadata,,,,,,late,0.963,2023-09-01,2026-08-31,,True,False,1,1,0,0,no,False,public,https://zenodo.org/records/21493927,https://zenodo.org/api/records/21493927/files/maDMP_MARBEFES_LW_v2_enriched.json/content
10.5281/zenodo.21485702,"Bio-based composite development from the fatty acid-based polymer resin reinforced with natural origin fibers (TOMPosite), lzp-2024/1-0071",2026-07-21,Other funder,,lzp-2024/1-0071,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21485702,
10.5281/zenodo.21474257,OPERAS PRIME D1.1 – Data Management Plan,2026-07-21,Horizon Europe,HORIZON,101291619,OPERAS PRIME,HORIZON-INFRA-2025-01,social sciences,early,0.155,2026-03-01,2028-08-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/21474257,
10.5281/zenodo.21454112,ReForest: Deliverable D7.4. Update of the Data Management Plan,2026-07-20,Horizon Europe,HORIZON,101060635,REFOREST,HORIZON-CL6-2021-CLIMATE-01,agricultural sciences,late,1.014,2022-07-01,2026-06-30,SIGNED,False,,,,0,0,,True,public,https://zenodo.org/records/21454112,
10.5281/zenodo.21451356,D7.7: Data Management Plan 2,2026-07-20,Horizon Europe,HORIZON,101135547,XR2Industry,HORIZON-CL4-2023-HUMAN-01-CNECT,,late,0.879,2023-12-01,2026-11-30,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/21451356,
10.5281/zenodo.21443952,"Disempowering John Chrysostom: Bodily, Emotional, and Gender Vulnerability in the Letters to Women",2026-07-19,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21443952,
10.5281/zenodo.21408134,Data Management Plan of project Biography of Fake News with a Touch of AI: Dangerous Phenomenon through the Prism of Modern Human Sciences,2026-07-17,Other funder,,CZ.02.01.01/00/23_025/0008724,,,,unknown,,,,,False,,,,0,0,,True,public,https://zenodo.org/records/21408134,
10.5281/zenodo.21403408,Data Management Plan for the EVBoost Project (OSI_PIP_BioPhoT-2025/1-0030),2026-07-17,Other funder,,IVPP-EM-Innovation,,,,unknown,,,,,True,False,1,4,0,0,unknown,False,public,https://zenodo.org/records/21403408,https://zenodo.org/api/records/21403408/files/Data_Management_Plan_for_the_EVBoost_Project_OSI_PIP_BioPhoT202510030.json/content
10.5281/zenodo.21393038,"FAIRagro–DMP4NFDI Workshop Report: ""RDMO in Practice: Building Data Management Plans for Agricultural Research"" (17–18 June 2026)",2026-07-16,DFG,DFG,521453681,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21393038,
10.5281/zenodo.21394324,SHIFT: Shaping Informed Frameworks for Trust,2026-07-16,Other EU,EC,CNECT/2024/1917981,,,,unknown,,,,,True,False,1,4,0,0,unknown,True,public,https://zenodo.org/records/21394324,https://zenodo.org/api/records/21394324/files/SHIFT_Shaping_Informed_Frameworks_for_Trust.json/content
10.5281/zenodo.21387945,Plan de Inclusión San Carlos TEApoya,2026-07-16,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21387945,
10.5281/zenodo.21381433,DONDE LA MEMORIA H A B I T A  cartografia de la paz,2026-07-15,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21381433,
10.5281/zenodo.21352462,Anti-Cancer Vaccine Prototype Targeting Immune Checkpoint,2026-07-14,Other funder,,VPP_BPT_2_0020,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21352462,
10.5281/zenodo.21355973,Data Management Plan | Enhancing Pear resistance aGAINst fire blight: from natural resilience to regulation of susceptibility genes through New Genomic Techniques (PearGAIN),2026-07-14,Other funder,,10.54499/2023.17358.ICDT,,,,unknown,,,,,True,False,1,9,0,0,unknown,True,public,https://zenodo.org/records/21355973,https://zenodo.org/api/records/21355973/files/Data_Management_Plan__Enhancing_Pear_resistance_aGAINst_fire_blight_from_natural_resilience_to_regulation_of_susceptibility_genes_through_New_Genomic_Techniques_PearGAIN_.json/content
10.5281/zenodo.21337150,Dynamic Impedance-enabled Gut-on-chip for Epithelial Sensing and Therapy modeling,2026-07-13,Other funder,,9787 - DIGEST,,,,unknown,,,,,False,,,,0,0,,True,public,https://zenodo.org/records/21337150,
10.5281/zenodo.21336370,DMP -  Engineering Research Infrastructures for European Synergies (ERIES),2026-07-13,Horizon Europe,HORIZON,101058684,ERIES,HORIZON-INFRA-2021-SERV-01,engineering and technology,late,1.029,2022-06-01,2026-05-31,SIGNED,True,False,1,7,0,0,no,True,public,https://zenodo.org/records/21336370,https://zenodo.org/api/records/21336370/files/DMP___Engineering_Research_Infrastructures_for_European_Synergies_ERIES.json/content
10.5281/zenodo.21333897,ARENA Research Unit - Data Management Plan,2026-07-13,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21333897,
10.5281/zenodo.21331903,Weak Evolution of Cosmic HI Abundance over the Past 4.5 Billion Years,2026-07-13,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21331903,
10.5281/zenodo.21343674,"Portable Intelligent System for Rapid Assessment of Agricultural Product Quality, Safety, Freshness, and Market Readiness Using Universal Biosensing Cards and Artificial Intelligence",2026-07-13,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21343674,
10.5281/zenodo.21294639,37525-Latifeh Chupani-LactoTroutM,2026-07-10,No funder metadata,,,,,,unknown,,,,,True,False,2,2,0,0,unknown,False,public,https://zenodo.org/records/21294639,https://zenodo.org/api/records/21294639/files/37525Latifeh_ChupaniLactoTroutM.json/content
10.5281/zenodo.21280581,Time-To-Engage Project's Data Management Plan Updated,2026-07-09,Other funder,,LCF/PR/SR23/57000012,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21280581,
10.5281/zenodo.21261597,The association between the MCM6 LCT-13910C>T variant and bone mineral density in patients with inflammatory bowel disease,2026-07-08,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,True,public,https://zenodo.org/records/21261597,
10.5281/zenodo.21252812,La Métrica de la totalidad: Acoplamiento de Planck Variable,2026-07-08,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21252812,
10.5281/zenodo.21250628,ENTICE - Machine-Actionable Data Management Plan,2026-07-07,Horizon Europe,HORIZON,101184775,ENTICE,HORIZON-CL5-2024-D1-01,natural sciences,mid,0.378,2025-01-01,2028-12-31,SIGNED,True,False,14,70,0,0,unknown,True,public,https://zenodo.org/records/21250628,https://zenodo.org/api/records/21250628/files/ENTICE__MachineActionable_Data_Management_Plan.json/content
10.5281/zenodo.21238128,D1.4 Data Management Plan Update,2026-07-07,Other EU,EC,Grant Agreement No. 101182324,,,,unknown,,,,,False,,,,0,0,,True,public,https://zenodo.org/records/21238128,
10.5281/zenodo.21215802,Quantitative Biosensing in Organ-on-Chip Systems (Project acronym: Q-BIOS),2026-07-06,Other funder,,LZP-2024/1-0329,,,,unknown,,,,,True,False,1,3,0,0,unknown,False,public,https://zenodo.org/records/21215802,https://zenodo.org/api/records/21215802/files/Quantitative_Biosensing_in_OrganonChip_Systems_Project_acronym_QBIOS.json/content
10.5281/zenodo.21216163,Data Management Plan,2026-07-06,Horizon Europe,HORIZON,101140713,ACME,ERC-2023-ADG,engineering and technology,early,0.27,2025-03-01,2030-02-28,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/21216163,
10.5281/zenodo.21203166,CRC 1615 Research Data Management Plan (RDMP) Template,2026-07-05,DFG,DFG,SFB 1615-503850735,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21203166,
10.5281/zenodo.21203051,CRC 1615 Research Data Management Plan Handbook,2026-07-05,DFG,DFG,SFB 1615-503850735,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21203051,
10.5281/zenodo.21206278,ULTRAMETRIC PHYSICS: RESEARCH PLAN,2026-07-05,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21206278,
10.5281/zenodo.21206272,Syntactic Token Calculus Research Plan,2026-07-05,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21206272,
10.5281/zenodo.21191500,"AI-Agnostic Prompt Schedule Drafts, Master and Outcomes",2026-07-04,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21191500,
10.5281/zenodo.21175991,Real-time medical image tracking with uncertainty estimation: A Bayesian-enhanced Triplet–proper orthogonal decomposition (Triplet–POD) method,2026-07-03,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21175991,
10.5281/zenodo.21141841,Supplementary data for: Alcock-Paczynski blinding scheme for the Lya forest analysis,2026-07-02,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21141841,
10.5281/zenodo.21137136,Cara buka Blokir bws mobile salah pin 3 kali,2026-07-02,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21137136,
10.5281/zenodo.21265838,D7.3 Data Management Plan (final),2026-07-01,Horizon Europe,HORIZON,101076963,PHOEBE,HORIZON-CL5-2022-D6-01,social sciences,late,0.978,2022-11-01,2026-07-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/21265838,
10.5281/zenodo.21068037,Leveraging computational tools to develop protein-based therapeutics for virological and oncological applications,2026-06-30,Other funder,,2025.09577.CPCA,,,,unknown,,,,,True,False,1,3,0,0,unknown,False,public,https://zenodo.org/records/21068037,https://zenodo.org/api/records/21068037/files/Leveraging_computational_tools_to_develop_proteinbased_therapeutics_for_virological_and_oncological_applications.json/content
10.5281/zenodo.21066278,CARGO-ACT Data Management Plan,2026-06-30,Other EU,EC,HORIZON-INFRA-2023-DEV-01,,,,unknown,,2024-04-29,2024-04-29,,True,False,6,33,0,0,no,False,public,https://zenodo.org/records/21066278,https://zenodo.org/api/records/21066278/files/CARGOACT_Data_Management_Plan.json/content
10.5281/zenodo.21059892,"Host species background, defence systems, and phage tail gene architecture shape phage infectivity in cystic fibrosis-associated Achromobacter",2026-06-30,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21059892,
10.5281/zenodo.21698289,Organization of Serial Production of Beams,2026-06-30,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21698289,
10.5281/zenodo.21046064,"Estratégias Disciplinares em Acolhimento Residencial: Desenho, Desenvolvimento e Validação de um Programa de Formação para Cuidadores | Plano de Gestão de Dados - Versão 1",2026-06-29,Other funder,,2025.02824.BD,,,,unknown,,,,,True,False,1,8,0,0,unknown,False,public,https://zenodo.org/records/21046064,https://zenodo.org/api/records/21046064/files/_Estratgias_Disciplinares_em_Acolhimento_Residencial_Desenho_Desenvolvimento_e_Validao_de_um_Programa_de_Formao_para_Cuidadores__Plano_de_Gesto_de_Dados__Verso_1.json/content
10.5281/zenodo.21038414,Career Development Plan - D2- Polyesters Catalytic Chemical Recycling in Continuous Flow Reactors (REFLOWER) -  HORIZON-MSCA-2024-PF-01-01 - MSCA Postdoctoral Fellowships 2024,2026-06-29,Horizon Europe,HORIZON,101207710,REFLOWER,HORIZON-MSCA-2024-PF-01,engineering and technology,early,0.246,2026-01-01,2027-12-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/21038414,
10.5281/zenodo.21028598,AQUASERV Blueprint  Plan,2026-06-29,No funder metadata,,,,,,unknown,,,,,True,False,1,2,0,0,unknown,False,public,https://zenodo.org/records/21028598,https://zenodo.org/api/records/21028598/files/AQUASERV_Blueprint__Plan.json/content
10.5281/zenodo.21021565,Student-Administration Relation Practices in EARIST Inputs to Collaborative Plan,2026-06-29,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/21021565,
10.5281/zenodo.21024156,D1.3 Data Management Plan (update),2026-06-29,Horizon Europe,HORIZON,101138672,HeriTACE,HORIZON-CL5-2023-D4-01,engineering and technology,mid,0.623,2024-01-01,2027-12-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/21024156,
10.5281/zenodo.21039592,"BRYOMOLECULES - D6.3 Data Management Plan, first version",2026-06-29,Horizon Europe,HORIZON,101135305,BRYOMOLECULES,HORIZON-CL6-2023-CIRCBIO-01,natural sciences,mid,0.609,2024-09-01,2027-08-31,SIGNED,False,,,,0,0,,True,public,https://zenodo.org/records/21039592,
10.5281/zenodo.21028557,DELIVERABLE D8.2 DATA MANAGEMENT PLAN,2026-06-29,Horizon Europe,HORIZON,101131612,SameMultiPhys,HORIZON-MSCA-2022-SE-01,natural sciences,mid,0.665,2023-11-01,2027-10-31,SIGNED,False,,,,0,0,,True,public,https://zenodo.org/records/21028557,
